question_id,question_var_id,answer_var_id,question,answer_options,num_scale,scale_type,question_type,subject,source,original_answering_options
61,1,5,How important is sharing household chores for a successful marriage?,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v68,"['Very Important', 'Rather Important', 'Not Very Important']"
62,1,1,How important are children for a successful marriage?,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v69,"['Very Important', 'Rather Important', 'Not Very Important']"
62,1,2,How important are children for a successful marriage?,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v69,"['Very Important', 'Rather Important', 'Not Very Important']"
62,1,3,How important are children for a successful marriage?,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v69,"['Very Important', 'Rather Important', 'Not Very Important']"
62,1,4,How important are children for a successful marriage?,"['Extremely important', 'Moderately important', 'Minimally important', 'Not important whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v69,"['Very Important', 'Rather Important', 'Not Very Important']"
62,1,5,How important are children for a successful marriage?,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v69,"['Very Important', 'Rather Important', 'Not Very Important']"
63,1,1,How important is having time for one's own friends and hobbies for a successful marriage?,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v70,"['Very Important', 'Rather Important', 'Not Very Important']"
63,1,2,How important is having time for one's own friends and hobbies for a successful marriage?,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v70,"['Very Important', 'Rather Important', 'Not Very Important']"
63,1,3,How important is having time for one's own friends and hobbies for a successful marriage?,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v70,"['Very Important', 'Rather Important', 'Not Very Important']"
63,1,4,How important is having time for one's own friends and hobbies for a successful marriage?,"['Extremely important', 'Moderately important', 'Minimally important', 'Not important whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v70,"['Very Important', 'Rather Important', 'Not Very Important']"
63,1,5,How important is having time for one's own friends and hobbies for a successful marriage?,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v70,"['Very Important', 'Rather Important', 'Not Very Important']"
64,1,1,A job is alright but what most women really want is a home and children,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v73,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
64,1,2,A job is alright but what most women really want is a home and children,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v73,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
64,1,3,A job is alright but what most women really want is a home and children,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v73,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
64,1,4,A job is alright but what most women really want is a home and children,"['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v73,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
64,1,5,A job is alright but what most women really want is a home and children,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v73,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
65,1,1,"All in all, family life suffers when the woman has a full-time job","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v74,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
65,1,2,"All in all, family life suffers when the woman has a full-time job","['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v74,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
65,1,3,"All in all, family life suffers when the woman has a full-time job","['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v74,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
65,1,4,"All in all, family life suffers when the woman has a full-time job","['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v74,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
65,1,5,"All in all, family life suffers when the woman has a full-time job","['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v74,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
66,1,1,A man's job is to earn money; a woman's job is to look after the home and family,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v75,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
66,1,2,A man's job is to earn money; a woman's job is to look after the home and family,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v75,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
66,1,3,A man's job is to earn money; a woman's job is to look after the home and family,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v75,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
66,1,4,A man's job is to earn money; a woman's job is to look after the home and family,"['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v75,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
66,1,5,A man's job is to earn money; a woman's job is to look after the home and family,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",EVS-v75,"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
67,1,1,How important is good manners?,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,PERCEPTIONS OF LIFE,EVS-v85,"['Important', 'Not Important']"
67,1,2,How important is good manners?,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,PERCEPTIONS OF LIFE,EVS-v85,"['Important', 'Not Important']"
67,1,3,How important is good manners?,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,PERCEPTIONS OF LIFE,EVS-v85,"['Important', 'Not Important']"
67,1,4,How important is good manners?,"['Extremely important', 'Moderately important', 'Minimally important', 'Not important whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,PERCEPTIONS OF LIFE,EVS-v85,"['Important', 'Not Important']"
67,1,5,How important is good manners?,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,PERCEPTIONS OF LIFE,EVS-v85,"['Important', 'Not Important']"
68,1,1,Work is a duty towards society,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
68,1,2,Work is a duty towards society,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
68,1,3,Work is a duty towards society,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
68,1,4,Work is a duty towards society,"['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
68,1,5,Work is a duty towards society,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
69,1,1,People should not have to work if they don't want to,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
69,1,2,People should not have to work if they don't want to,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
69,1,3,People should not have to work if they don't want to,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
69,1,4,People should not have to work if they don't want to,"['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
69,1,5,People should not have to work if they don't want to,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
70,1,1,"Work should always come first, even if it means less spare time","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
70,1,2,"Work should always come first, even if it means less spare time","['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
70,1,3,"Work should always come first, even if it means less spare time","['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
70,1,4,"Work should always come first, even if it means less spare time","['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
70,1,5,"Work should always come first, even if it means less spare time","['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,WORK,WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
71,1,1,"Imagine two secretaries, of the same age, doing practically the same job. One finds out that the other earns considerably more than she does. The better paid secretary, however, is quicker, more efficient and more reliable at her job. is it fair or not fair that one secretary is paid more than the other?","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Fair', 'Not fair']"
71,1,2,"Imagine two secretaries, of the same age, doing practically the same job. One finds out that the other earns considerably more than she does. The better paid secretary, however, is quicker, more efficient and more reliable at her job. is it fair or not fair that one secretary is paid more than the other?","['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Fair', 'Not fair']"
71,1,3,"Imagine two secretaries, of the same age, doing practically the same job. One finds out that the other earns considerably more than she does. The better paid secretary, however, is quicker, more efficient and more reliable at her job. is it fair or not fair that one secretary is paid more than the other?","['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Fair', 'Not fair']"
71,1,4,"Imagine two secretaries, of the same age, doing practically the same job. One finds out that the other earns considerably more than she does. The better paid secretary, however, is quicker, more efficient and more reliable at her job. is it fair or not fair that one secretary is paid more than the other?","['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Fair', 'Not fair']"
71,1,5,"Imagine two secretaries, of the same age, doing practically the same job. One finds out that the other earns considerably more than she does. The better paid secretary, however, is quicker, more efficient and more reliable at her job. is it fair or not fair that one secretary is paid more than the other?","['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Fair', 'Not fair']"
72,1,1,A woman has to have children in order to be fulfilled or is this not necessary?,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Needs children', 'Not necessary']"
72,1,2,A woman has to have children in order to be fulfilled or is this not necessary?,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Needs children', 'Not necessary']"
72,1,3,A woman has to have children in order to be fulfilled or is this not necessary?,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Needs children', 'Not necessary']"
72,1,4,A woman has to have children in order to be fulfilled or is this not necessary?,"['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Needs children', 'Not necessary']"
72,1,5,A woman has to have children in order to be fulfilled or is this not necessary?,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Needs children', 'Not necessary']"
73,1,1,"""Marriage is an out-dated institution""","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
73,1,2,"""Marriage is an out-dated institution""","['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
73,1,3,"""Marriage is an out-dated institution""","['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
73,1,4,"""Marriage is an out-dated institution""","['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
73,1,5,"""Marriage is an out-dated institution""","['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
74,1,1,One of my main goals in life has been to make my parents proud,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
74,1,2,One of my main goals in life has been to make my parents proud,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
74,1,3,One of my main goals in life has been to make my parents proud,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
74,1,4,One of my main goals in life has been to make my parents proud,"['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
74,1,5,One of my main goals in life has been to make my parents proud,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
75,1,1,I make a lot of effort to live up to what my friends expect,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
75,1,2,I make a lot of effort to live up to what my friends expect,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
75,1,3,I make a lot of effort to live up to what my friends expect,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
75,1,4,I make a lot of effort to live up to what my friends expect,"['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
75,1,5,I make a lot of effort to live up to what my friends expect,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
76,1,1,A working mother can establish just as warm and secure a relationship with her children as a mother who does not work,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
76,1,2,A working mother can establish just as warm and secure a relationship with her children as a mother who does not work,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
76,1,3,A working mother can establish just as warm and secure a relationship with her children as a mother who does not work,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
76,1,4,A working mother can establish just as warm and secure a relationship with her children as a mother who does not work,"['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
76,1,5,A working mother can establish just as warm and secure a relationship with her children as a mother who does not work,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
77,1,1,Being a housewife is just as fulfilling as working for pay,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
77,1,2,Being a housewife is just as fulfilling as working for pay,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
77,1,3,Being a housewife is just as fulfilling as working for pay,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
77,1,4,Being a housewife is just as fulfilling as working for pay,"['Completely agree', 'Largely agree', 'Largely disagree', 'Completely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
77,1,5,Being a housewife is just as fulfilling as working for pay,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",WVS-4 (1999-2002),"['Strongly Agree', 'Agree', 'Disagree', 'Strongly Disagree']"
